,date,well,prot,osm,A_after,A_before,D_after,D_before,area,directA_after,directA_before,A_corr_before,A_corr_after,D/A_before,D/A_after,d_directA
14598,5/31/2021,A5,S1,100,9081.377,9589.676,2867.455,3000.312,130.13,3821.26,4057.662,7228.55486,6835.58645,0.415063876,0.419489245,-236.402
14599,5/31/2021,A5,S1,100,11814.532,12877.078,3470.052,3783.844,130.13,5022.455,5443.857,9837.30785,9021.13799,0.384642227,0.384657901,-421.402
14600,5/31/2021,A5,S1,100,14220.442,14600.5,4039.3,4189.514,236.6,5733.736,5852.479,11268.08657,10990.20316,0.371803498,0.367536427,-118.743
14603,5/31/2021,A5,S1,100,17437.709,18695.244,5028.672,5179.427,221.39,7061.55,7539.725,14517.59994,13430.81834,0.35676882,0.374412927,-478.175
14604,5/31/2021,A5,S1,100,12605.667,12234.267,3953.667,3904.3,101.4,5116.4,4956.467,9223.25927,9538.10749,0.42331023,0.414512733,159.933
14605,5/31/2021,A5,S1,100,9878.723,9854.939,3104.458,3198.361,140.27,4878.542,4919.121,7225.17468,7306.43728,0.442669021,0.42489354,-40.579
14606,5/31/2021,A5,S1,100,11938.915,11585.834,4184.392,4137.179,397.15,4813.876,4674.191,8505.03284,8806.5508,0.486438921,0.475145388,139.685
14607,5/31/2021,A5,S1,100,12982.323,14342.451,3794.098,4265.02,172.38,5232.618,5784.265,10982.98005,9977.25364,0.388329941,0.380274787,-551.647
14608,5/31/2021,A5,S1,100,27221.584,27922.115,7386.202,7354.652,718.25,9993.282,10200.77,22086.00314,21408.17336,0.333000587,0.345017853,-207.488
14609,5/31/2021,A5,S1,100,12179.209,12328.092,3817.908,3909.386,258.57,5222.556,5322.83,9244.77972,9163.43212,0.422874976,0.416646072,-100.274
14610,5/31/2021,A5,S1,100,17229.057,18149.043,5201.535,5514.648,119.99,6941.662,7287.268,13841.69864,13153.32767,0.398408327,0.395453921,-345.606
14611,5/31/2021,A5,S1,100,7770.779,7290.206,2563.853,2484.559,114.92,3280.279,3133.382,5378.04715,5788.6839,0.461981632,0.442907757,146.897
14612,5/31/2021,A5,S1,100,12431.358,12899.851,4295.567,4532.896,113.23,4442.463,4705.597,9603.35269,9310.63952,0.472011822,0.461361112,-263.134
14613,5/31/2021,A5,S1,100,8434.663,8366.372,2747.012,2771.058,145.34,3504.337,3504.779,6231.80325,6312.92261,0.44466391,0.435141086,-0.442
14615,5/31/2021,A5,S1,100,14724.173,14982.63,4063.858,4218.937,214.63,6478.417,6563.937,11499.44536,11339.42903,0.366881782,0.358382948,-85.52
14616,5/31/2021,A5,S1,100,30162.469,30698.914,6941.627,7208.127,158.86,11507.309,11703.841,24654.8769,24297.01798,0.292361103,0.285698723,-196.532
14617,5/31/2021,A5,S1,100,35675.141,39830.859,6734.535,7024.789,119.99,13112.141,14438.465,33364.41248,29614.53066,0.210547361,0.22740644,-1326.324
14618,5/31/2021,A5,S1,100,27604.428,28885.904,6801.111,6795.937,106.47,10557.873,10941.777,23205.11976,21993.8433,0.29286369,0.309227947,-383.904
14619,5/31/2021,A5,S1,100,26265.75,29860.088,6770.381,7559.656,270.4,10258.175,11571.9,23654.80932,20728.39482,0.3195822,0.326623506,-1313.725
14620,5/31/2021,A5,S1,100,13405.492,12895.288,4098.576,3911.22,223.08,5542.992,5349.591,9805.91911,10180.07824,0.398863172,0.402607515,193.401
14621,5/31/2021,A5,S1,100,14571.218,15159.587,4535.717,4661.272,155.48,5850.543,6003.902,11548.37146,11055.68482,0.403630245,0.410261062,-153.359
14622,5/31/2021,A5,S1,100,22643.387,22620.77,6333.068,6218.458,468.13,8612,8563.979,17697.83125,17650.58096,0.351368363,0.358802241,48.021
14623,5/31/2021,A5,S1,100,19167.465,18630.457,5910.879,5494.785,196.04,7604.345,7411.931,14309.95406,14589.87358,0.383983413,0.405135724,192.414
14624,5/31/2021,A5,S1,100,18230.236,18311.211,5254.855,5121,128.44,7181.158,7249.947,14219.59107,14080.74283,0.360136939,0.373194445,-68.789
14625,5/31/2021,A5,S1,100,17697.578,18129.371,5038.286,5323.091,260.26,6991.052,7195.182,13941.04819,13698.98654,0.381828606,0.367785309,-204.13
14626,5/31/2021,A5,S1,100,15396.223,16635.191,4711.429,4796.603,106.47,6060.746,6489.54,12859.97881,11747.62389,0.372986851,0.401053783,-428.794
14628,5/31/2021,A5,S1,100,7073.5,6739.36,2365.47,2317.25,169,3053.75,2938.18,4952.9633,5239.5884,0.467851236,0.451461035,115.57
14629,5/31/2021,A5,S1,100,21936.975,23749.311,6249.77,6406.019,272.09,8614.019,9274.286,18592.00659,16987.93329,0.344557698,0.367894663,-660.267
14631,5/31/2021,A5,S1,100,32365.725,34101.172,7282.829,8193.539,128.44,11983.263,12496.079,27384.34132,26229.00566,0.299205261,0.277663175,-512.816
14632,5/31/2021,A5,S1,100,24073.088,24628.662,5883.015,6156.603,114.92,9711.941,9842.559,19495.5762,19109.82126,0.315794872,0.307852958,-130.618
14633,5/31/2021,A5,S1,100,19789.637,20876.967,5206.505,5468.725,153.79,7785.077,8176.253,16425.05468,15551.02472,0.332950185,0.33480141,-391.176
14634,5/31/2021,A5,S1,100,9797.586,10151.055,3119.644,3305.967,403.91,3844.975,4023.444,7634.43813,7413.62943,0.433033439,0.420798481,-178.469
14635,5/31/2021,A5,S1,100,25414.154,26368.381,6391.972,6367.563,119.99,9128.563,9398.239,21207.9072,20291.98187,0.30024476,0.314999887,-269.676
14636,5/31/2021,A5,S1,100,10357.475,10519.4,3487.05,3648.2,135.2,4106.388,4168.737,7793.79397,7729.12478,0.468090382,0.451157162,-62.349
14637,5/31/2021,A5,S1,100,13552.44,13687.453,4170.213,4288.453,126.75,5367.133,5399.12,10388.74011,10322.47184,0.412798179,0.403993643,-31.987
14638,5/31/2021,A5,S1,100,15920.887,17765.887,3954.381,4719.443,163.93,6214.268,6955.113,13943.11074,12644.35415,0.338478485,0.312738868,-740.845
14639,5/31/2021,A5,S1,100,23287.055,23221.154,6165.922,5910.48,218.01,9276.356,9255.651,18330.02591,18256.6087,0.322447989,0.337736438,20.705
14640,5/31/2021,A5,S1,100,31965.807,31769.439,14917.771,14095.725,184.21,8107.661,7956.642,22786.94277,22518.93278,0.618587809,0.662454617,151.019
14641,5/31/2021,A5,S1,100,23861.586,24418.945,6218.959,6196.749,248.43,8807.096,8961.993,19431.88936,18892.18949,0.318895856,0.329181485,-154.897
14642,5/31/2021,A5,S1,100,10257.412,12289.846,3325.309,3838.823,229.84,3798.787,4531.919,9394.2052,7773.2287,0.408637337,0.427789935,-733.132
14643,5/31/2021,A5,S1,100,24599.133,27770.293,6111.333,6762.427,126.75,9238.854,10212.533,22245.82542,19604.74425,0.303986338,0.311727249,-973.679
14644,5/31/2021,A5,S1,100,16901.318,17074.301,4782.818,4899.282,185.9,6865.891,6941.127,13158.86741,13061.90517,0.372317909,0.366165421,-75.236
14646,5/31/2021,A5,S1,100,34965.617,37232.211,8352.381,8453.429,248.43,12404.068,13089.578,30264.87381,28182.08215,0.27931486,0.296372034,-685.51
14648,5/31/2021,A5,S1,100,19328.039,21915.02,5513.457,6170.257,177.45,7751.514,8775.733,16977.39452,14933.11913,0.363439572,0.369210006,-1024.219
14649,5/31/2021,A5,S1,100,30432.447,31803.352,7858.96,8088.56,211.25,11010.008,11453.448,25340.26008,24175.29668,0.319197987,0.325082257,-443.44
14650,5/31/2021,A5,S1,100,15176.477,15564.341,4597.77,4536.302,212.94,5817.841,5939.198,12031.65332,11634.26911,0.377030644,0.395191993,-121.357
14651,5/31/2021,A5,S1,100,8067.812,8244.011,2655.75,2726.521,162.24,3367.458,3479.5,6137.84987,6020.44748,0.444214352,0.441121695,-112.042
14652,5/31/2021,A5,S1,100,13995.819,16076.575,4226.992,4503.331,214.63,5347.173,6072.37,12536.05927,10739.55037,0.359230194,0.393591152,-725.197
14653,5/31/2021,A5,S1,100,23257.459,22095.199,5637.447,5085.835,143.65,7693.176,7211.376,18029.54501,18807.90865,0.28208338,0.29973811,481.8
14654,5/31/2021,A5,S1,100,9390.016,9070.928,3071.652,2976.317,539.11,3773.238,3653.232,6799.36591,7045.12522,0.437734495,0.435996793,120.006
14655,5/31/2021,A5,S1,100,23718.809,23944.322,6963.423,6928.769,219.7,8662.069,8743.846,18610.74369,18382.4017,0.372299416,0.378809206,-81.777
14656,5/31/2021,A5,S1,100,17200.176,18138.385,5388.112,5333.657,241.67,6275.832,6637.51,14050.41989,13152.06856,0.379608371,0.409677913,-361.678
14657,5/31/2021,A5,S1,100,13782.2,14882.213,3655.973,4007.693,126.75,6091.52,6517.32,11519.84491,10687.14551,0.347894701,0.342090692,-425.8
14658,5/31/2021,A5,S1,100,9936.674,10048.237,3288.296,3392.83,228.15,4021.585,4084.104,7474.05734,7429.77597,0.453947548,0.442583466,-62.519
14659,5/31/2021,A5,S1,100,15031.886,16461.24,7610.952,7832.717,280.54,3863.06,4434.916,11467.26595,10264.10004,0.683050087,0.741511869,-571.856
14661,5/31/2021,A5,S1,100,14766.638,15168.246,4276.884,4298.507,116.61,5992.623,6088.087,11733.30076,11361.29111,0.366351045,0.376443483,-95.464
14662,5/31/2021,A5,S1,100,10460.25,9935.021,3662.087,3525.236,466.44,3990.098,3762.591,7351.75363,7761.22527,0.47950954,0.471843926,227.507
14663,5/31/2021,A5,S1,100,15450.481,16582.266,3921.721,4734.595,133.51,5847.253,6236.646,12887.96791,12260.9908,0.367365517,0.319853515,-389.393
14666,5/31/2021,A5,S1,100,10400.072,10809.578,3244.867,3381.47,140.27,4011.819,4153.072,8228.31522,7918.04688,0.41095533,0.40980649,-141.253
14667,5/31/2021,A5,S1,100,9194.603,9615.397,3104.839,3282.14,157.17,3429.979,3598.247,7192.19587,6897.34232,0.456347416,0.450150051,-168.268
14668,5/31/2021,A5,S1,100,33367.375,34521.191,6975.635,7202.444,300.82,11212.534,11490.359,28520.72747,27539.90699,0.252533671,0.253291887,-277.825
14669,5/31/2021,A5,S1,100,27977.758,29936.398,8040.252,8378.082,1221.87,9782.525,10453.604,23509.82978,21857.74469,0.356365064,0.367844538,-671.079
14670,5/31/2021,A5,S1,100,15825.677,16431.242,4887.384,4941.788,167.31,6349.111,6575.05,12562.83486,12029.03239,0.393365674,0.406299014,-225.939
14671,5/31/2021,A5,S1,100,17730.684,16595.914,4924.756,4685.976,138.58,6887.28,6488.415,12879.54787,13811.98012,0.363830784,0.356556841,398.865
14672,5/31/2021,A5,S1,100,24654.941,25994.732,6178.481,6396.138,403.91,8300.619,8643.477,20962.51823,19803.22846,0.305122597,0.311993623,-342.858
14673,5/31/2021,A5,S1,100,22557.604,23276.029,5388.176,6044.029,114.92,8591.015,8752.927,18409.6375,18069.57787,0.328307877,0.298190475,-161.912
14675,5/31/2021,A5,S1,100,17096.072,19000.773,4737.318,5072.336,185.9,6329.527,6974.055,14987.36447,13382.68333,0.338440825,0.35398865,-644.528
14677,5/31/2021,A5,S1,100,9058.464,9010.598,3178.073,3192.915,138.58,3256.488,3232.037,6704.26602,6755.35259,0.476251239,0.470452572,24.451
14679,5/31/2021,A5,S1,100,30810.066,33734.277,8224.961,8682.368,128.44,10282.421,11105.5,27022.57696,24497.17668,0.321300519,0.335751385,-823.079
14681,5/31/2021,A5,S1,100,9389.235,9168.989,2987.075,3007.085,316.03,3524.07,3479.845,6914.0634,7136.51195,0.434922972,0.41856232,44.225
14683,5/31/2021,A5,S1,100,8561.308,8437.938,2757.369,2802.923,109.85,3311.539,3310.123,6323.46544,6470.71002,0.443257424,0.426130825,1.416
14685,5/31/2021,A5,S1,100,27718.918,29023.178,6724.781,6910.904,123.37,9496.452,9867.356,23485.60124,22350.45819,0.294261319,0.300878888,-370.904
14686,5/31/2021,A5,S1,100,12822.5,14076.913,4626.641,5214.076,155.48,4438.5,4886.25,10385.06522,9527.06527,0.502074459,0.48563129,-447.75
14687,5/31/2021,A6,S1,100,9624.57,10149.82,3152.54,3401.77,169,4084.22,4256.61,7538.126,7177.722,0.45127529,0.439211772,-172.39
14689,5/31/2021,A6,S1,100,22875.104,25982.729,6177.51,6925.958,162.24,9320.136,10480.886,20320.60292,17830.19786,0.340834277,0.346463345,-1160.75
14690,5/31/2021,A6,S1,100,15224.74,16827.691,4810.762,5089.944,454.61,6383.23,7091.398,12782.65506,11462.22244,0.398191454,0.419705866,-708.168
14691,5/31/2021,A6,S1,100,34185.492,34265.711,7262.239,7205.494,410.67,12195.461,12510.814,28069.74452,28019.36774,0.256699664,0.259186398,-315.353
14692,5/31/2021,A6,S1,100,19906.486,23177.115,5969.731,6479.539,131.82,8016.974,9237.09,17987.91223,15219.30351,0.36021629,0.392247319,-1220.116
14693,5/31/2021,A6,S1,100,14269.983,17122.201,4094.307,4674.838,302.51,5759.341,6759.24,13360.28126,11005.7255,0.349905658,0.372016093,-999.899
14695,5/31/2021,A6,S1,100,10040.468,10481.309,3355.883,3508.915,158.86,4025.979,4282.042,7807.99607,7496.914,0.449400201,0.447635254,-256.063
14697,5/31/2021,A6,S1,100,12049.125,12672.5,3755.931,3780.278,121.68,5278.014,5564.75,9611.65016,9055.65891,0.393301664,0.414760653,-286.736
14698,5/31/2021,A6,S1,100,17101.551,18558.793,5351.207,5703.46,147.03,6992.241,7549.391,14101.57491,12936.8855,0.404455533,0.413639512,-557.15
14701,5/31/2021,A6,S1,100,30172.789,31328.5,7910.404,7976.779,175.76,12628.308,12965.683,24637.32736,23580.89636,0.323768032,0.335458156,-337.375
14702,5/31/2021,A6,S1,100,7980.935,8403.772,2879.065,3057.935,207.87,3670.293,3860.683,6049.53668,5757.67488,0.505482512,0.500039523,-190.39
14703,5/31/2021,A6,S1,100,7498.314,7147.929,2598.671,2502.9,118.3,3331.7,3183.457,5216.53517,5487.99537,0.479801232,0.473519168,148.243
14704,5/31/2021,A6,S1,100,27339.107,29977.191,6474.571,7431.798,141.96,10692.964,11422.857,23867.99523,21875.92121,0.311370852,0.295967925,-729.893
14705,5/31/2021,A6,S1,100,7322.906,8518.938,3274.797,3734.375,108.16,3035.328,3597.109,5856.26854,5010.55127,0.637671407,0.65358018,-561.781
14706,5/31/2021,A6,S1,100,12497.505,13118.776,3986.631,4116.592,174.07,5452.068,5753.68,9843.78304,9348.69765,0.418192069,0.426437045,-301.612
14708,5/31/2021,A6,S1,100,9724.9,8778.917,3262.517,3055.383,101.4,4132.817,3792.967,6438.90028,7210.53076,0.474519385,0.452465582,339.85
14710,5/31/2021,A6,S1,100,13001.71,12588.739,4305.116,4427.42,116.61,5210.58,5122.362,9268.95762,9729.98832,0.477661047,0.442458496,88.218
14711,5/31/2021,A6,S1,100,13019.599,13681.605,4048.232,4109.204,239.98,4990.774,5232.514,10509.54922,9925.78898,0.39099717,0.407849896,-241.74
14712,5/31/2021,A6,S1,100,13341.239,13616.608,4176.717,4310.435,155.48,5506.793,5593.239,10269.36204,10081.28832,0.419737369,0.414303893,-86.446
14713,5/31/2021,A6,S1,100,15436.436,16044.164,5069.5,5253.536,236.6,6556.05,6849.55,11958.37542,11503.9515,0.439318537,0.440674667,-293.5
14714,5/31/2021,A6,S1,100,25294.154,28479.811,7365.42,7362.144,329.55,9735.656,10944.23,22498.47098,19540.70676,0.327228637,0.376927001,-1208.574
14715,5/31/2021,A6,S1,100,15232.316,15268.316,4954.5,5095.583,101.4,5854.717,5873,11451.78701,11494.03477,0.444959638,0.431049679,-18.283
14716,5/31/2021,A6,S1,100,11413.4,11125.733,3978.233,3723.7,101.4,4942.167,4809.933,8238.28473,8365.92478,0.45199943,0.475528182,132.234
14718,5/31/2021,A6,S1,100,13858.67,14609.237,5757.454,6093.742,163.93,4678.258,5217.124,10388.30018,9918.35036,0.586596642,0.580485039,-538.866
14719,5/31/2021,A6,S1,100,9487.087,9946.058,3595.188,3742.594,116.61,3881.681,4061.029,7190.88767,6844.11797,0.520463421,0.52529603,-179.348
14720,5/31/2021,A6,S1,100,20565.25,23047.871,5822.436,6287.55,236.6,8503.293,9548.857,17901.18667,15863.73325,0.351236492,0.367028108,-1045.564
14721,5/31/2021,A6,S1,100,10950.197,11975.457,3777.383,4030.901,136.89,4704.629,5205.642,8850.00749,8054.3045,0.455468654,0.468989346,-501.013
14723,5/31/2021,A6,S1,100,17866.934,17727.014,5297.434,5141.5,128.44,7744.763,7733.421,13532.66901,13587.78901,0.379932443,0.389867255,11.342
14725,5/31/2021,A6,S1,100,19297.721,20709.488,6199.798,6870.271,218.01,7214.356,7808.892,15584.55489,14641.10042,0.440838449,0.423451641,-594.536
14726,5/31/2021,A6,S1,100,12346.814,14783.667,3602.852,4103.938,136.89,5480.605,6439.593,11385.05719,9395.98749,0.360467052,0.383445806,-958.988
14728,5/31/2021,A6,S1,100,6581.188,7139.906,2727,2872.393,197.73,2918.359,3207.701,5008.07452,4581.38979,0.573552368,0.595234225,-289.342
14729,5/31/2021,A6,S1,100,7356.803,9614.725,2415.48,2976.787,214.63,3407.795,4463.897,7188.88746,5429.11755,0.414081736,0.444912083,-1056.102
14730,5/31/2021,A6,S1,100,18811.293,18559.877,5678.5,5414.792,317.72,7749.34,7627.154,14240.87798,14329.3134,0.380228804,0.396285561,122.186
14732,5/31/2021,A6,S1,100,28422.662,29879.764,7712.191,8638.304,150.41,9990.472,10532.528,23300.28256,22437.01109,0.370738165,0.343726309,-542.056
14734,5/31/2021,A6,S1,100,11481.333,13928.151,4075.02,4789.515,167.31,4402.071,5387.071,10366.16456,8485.17891,0.462033472,0.480251512,-985
14735,5/31/2021,A6,S1,100,20830.146,21672.807,6206.942,6298.728,174.07,8520.398,8883.417,16646.63193,15921.59112,0.378378523,0.389844329,-363.019
14737,5/31/2021,A6,S1,100,29699.943,30053.402,9640.664,9437.041,206.18,9993.319,10082.778,23136.04245,22691.66047,0.407893486,0.424854938,-89.459
14738,5/31/2021,A6,S1,100,19856.283,22341.473,5293.687,5685.725,221.39,8569.534,9639.076,17496.61431,15422.41743,0.324961441,0.343246253,-1069.542
14739,5/31/2021,A6,S1,100,21881.697,22499.641,6555.896,6658.915,179.14,8770.632,9057.113,17249.56458,16740.65204,0.386033802,0.391615332,-286.481
14741,5/31/2021,A6,S1,100,11950.762,12606.568,4025.045,4266.148,148.72,5051.239,5326.943,9333.39039,8857.75274,0.457084491,0.454409275,-275.704
14742,5/31/2021,A6,S1,100,7875.721,7609.459,2846.426,2823.771,103.09,3389.426,3279.295,5489.79432,5723.12428,0.514367358,0.497355266,110.131
14743,5/31/2021,A6,S1,100,12347.607,13976.729,3894.399,4259.489,528.97,5132.243,5848.99,10607.89173,9308.44936,0.401539638,0.418372475,-716.747
14745,5/31/2021,A6,S1,100,18009.537,18612.162,5236.487,5454.65,135.2,7755.312,7999.575,14201.27825,13760.68961,0.384095706,0.380539577,-244.263
14746,5/31/2021,A6,S1,100,12877.435,13281.861,4252.565,4347.896,194.35,5858.426,5980.817,9841.12089,9510.47461,0.441809022,0.447145403,-122.391
14747,5/31/2021,A6,S1,100,7082.013,7519.607,2762.38,2918.848,133.51,2979.57,3210.443,5362.63339,5051.8333,0.54429378,0.546807433,-230.873
14748,5/31/2021,A6,S1,100,6086.391,6690.493,2301.087,2511.841,116.61,2878.609,3167.348,4757.42115,4319.87918,0.527983738,0.532673925,-288.739
14750,5/31/2021,A6,S1,100,16825.639,18676.32,5330.993,5504.32,248.43,6901.728,7691.395,14297.66535,12688.88439,0.384980335,0.420130946,-789.667
14751,5/31/2021,A6,S1,100,11221.457,12231.988,3991.211,4291.026,576.29,4833.801,5213.064,8967.26206,8187.69298,0.478521311,0.487464663,-379.263
14752,5/31/2021,A6,S1,100,11118.05,11757.223,3488.765,3951.593,136.89,4640.358,4878.839,8735.8993,8387.33653,0.452339578,0.415956244,-238.481
14753,5/31/2021,A6,S1,100,7108.974,7103.624,2570.896,2648.208,130.13,3365.039,3413.403,5051.52719,5107.04171,0.524239087,0.503402194,-48.364
14754,5/31/2021,A6,S1,100,16551.305,19070.463,5132.058,5391.841,116.61,7282.232,8452.493,14606.8136,12447.69018,0.36913191,0.412289985,-1170.261
14755,5/31/2021,A6,S1,100,10031.048,10346.096,3357.202,3473.881,141.96,4471.44,4651.381,7621.17668,7402.15734,0.455819507,0.453543723,-179.941
14756,5/31/2021,A6,S1,100,17678.857,18983.693,5359.649,5717.866,226.46,7491.134,7985.12,14436.05122,13414.92757,0.396082413,0.399528732,-493.986
14757,5/31/2021,A6,S1,100,19790.807,19256.043,5644.723,5326.958,201.11,8465.639,8221.286,14870.71092,15190.6324,0.358218113,0.371592364,244.353
14758,5/31/2021,A6,S1,100,14589.072,14911.093,4295.825,4396.299,163.93,6764.505,6935.825,11263.24778,11027.0288,0.390322497,0.389572303,-171.32
14759,5/31/2021,A6,S1,100,9351.108,10532.838,3327.662,3601.973,125.06,3823.932,4343.567,7798.51458,6860.90006,0.46187937,0.485018288,-519.635
14760,5/31/2021,A6,S1,100,9087.337,9581.786,3076.663,3263.798,150.41,3967.989,4194.213,7055.07259,6702.7877,0.46261721,0.459012449,-226.224
14762,5/31/2021,A6,S1,100,13943.557,13383.841,4496.693,4258.818,148.72,5938.545,5724.386,10039.03412,10431.98616,0.424225872,0.431048597,214.159
14763,5/31/2021,A6,S1,100,9039.293,8980.227,3088.333,3127.907,126.75,4118.48,4130.907,6537.56396,6619.96531,0.478451457,0.466518004,-12.427
14764,5/31/2021,A6,S1,100,20921.453,22128.139,5809.129,5828.741,182.52,9212.954,9670.657,17201.48144,16092.15337,0.338851105,0.360991402,-457.703
14765,5/31/2021,A6,S1,100,9449.159,9844.913,3170.522,3442.58,116.61,4244.391,4456.898,7173.53498,6962.34805,0.479900078,0.455381141,-212.507
14766,5/31/2021,A6,S1,100,35787.949,38936.785,8343.336,8437.009,196.04,13945.982,14988.207,31617.4109,28716.24434,0.266846929,0.290544122,-1042.225
14767,5/31/2021,A6,S1,100,10723.758,11293.703,3577.926,3744.054,341.38,4995.782,5294.836,8303.33554,7878.25864,0.450909635,0.454151883,-299.054
14768,5/31/2021,A6,S1,100,8306.062,8437.712,2977.027,3015.089,246.74,3642.931,3737.027,6129.6797,6036.0808,0.491883613,0.493205293,-94.096
14769,5/31/2021,A6,S1,100,11107.264,12246.75,4135.764,4465.875,121.68,4801.583,5354.125,8862.5525,8003.00831,0.503903926,0.516776172,-552.542
14770,5/31/2021,A6,S1,100,17682.406,18015.242,5348.986,5319.621,245.05,7731.531,7883.221,13698.03088,13378.45253,0.388349322,0.39982098,-151.69
14771,5/31/2021,A6,S1,100,19058.816,19515.365,4569.398,4512.118,314.34,7651.624,7781.409,15645.47475,15183.2265,0.28839764,0.300950394,-129.785
14772,5/31/2021,A6,S1,100,20296.719,21326.365,5366.514,5430.383,180.83,8600.168,9020.225,16734.41926,15818.43466,0.324503821,0.339256957,-420.057
14774,5/31/2021,A6,S1,100,17963.135,18636.836,5069.312,5175.943,238.29,8004.312,8308.717,14314.92998,13755.58036,0.36157655,0.368527671,-304.405
14775,5/31/2021,A6,S1,100,11573.129,11762.143,3971.757,3981.971,118.3,5081.829,5291.628,8646.28905,8502.55028,0.460541046,0.467125376,-209.799
